,Location,Year,Number,Population,Rate
57,Randolph,2016.0,<6,1731.0,*
58,Rangeley,2009.0,<6,1150.0,*
59,Rangeley,2010.0,<6,1168.0,*
60,Rangeley,2011.0,<6,1161.0,*
61,Rangeley,2013.0,<6,1157.0,*
62,Rome,2009.0,<6,1052.0,*
63,Rome,2011.0,<6,1017.0,*
64,Rome,2014.0,<6,1013.0,*
65,Rome,2016.0,<6,1013.0,*
66,Searsmont,2009.0,<6,1387.0,*
67,Searsmont,2010.0,<6,1392.0,*
68,Searsmont,2011.0,<6,1391.0,*
69,Searsmont,2012.0,<6,1396.0,*
70,Searsmont,2013.0,<6,1404.0,*
71,Searsmont,2014.0,<6,1413.0,*
72,Searsmont,2015.0,<6,1413.0,*
73,Sebago,2008.0,<6,1520.0,*
74,Sebago,2009.0,<6,1646.0,*
75,Sebago,2011.0,<6,1724.0,*
76,Sebago,2012.0,<6,1738.0,*
77,Sebago,2014.0,<6,1771.0,*
78,Sebago,2015.0,<6,1771.0,*
79,Sebago,2016.0,<6,1771.0,*
80,Sebec,2016.0,<6,602.0,*
81,Sedgwick,2008.0,<6,1023.0,*
82,Sedgwick,2009.0,<6,1133.0,*
83,Sedgwick,2010.0,<6,1196.0,*
84,Sedgwick,2011.0,<6,1205.0,*
85,Sedgwick,2012.0,<6,1190.0,*
86,Sedgwick,2013.0,<6,1196.0,*
87,Sedgwick,2015.0,<6,1215.0,*
88,Sedgwick,2016.0,<6,1215.0,*
89,Smithfield,2013.0,<6,1026.0,*
90,Smithfield,2015.0,<6,1016.0,*
91,Smyrna,2010.0,<6,442.0,*
92,Solon,2008.0,<6,1009.0,*
93,Solon,2012.0,<6,1052.0,*
94,Solon,2015.0,<6,1026.0,*
95,Somerville,2010.0,<6,548.0,*
96,Somerville,2012.0,<6,554.0,*
97,Somerville,2013.0,<6,558.0,*
98,Somerville,2014.0,<6,558.0,*
99,Somerville,2016.0,<6,558.0,*
100,Sorrento,2013.0,<6,278.0,*
101,Sorrento,2016.0,<6,280.0,*
102,South Bristol,2008.0,<6,872.0,*
103,South Bristol,2009.0,<6,884.0,*
104,South Bristol,2012.0,<6,877.0,*
105,South Bristol,2013.0,<6,867.0,*
106,South Bristol,2014.0,<6,875.0,*
107,South Bristol,2015.0,<6,875.0,*
108,South Bristol,2016.0,<6,875.0,*
109,South Thomaston,2008.0,<6,1530.0,*
110,South Thomaston,2014.0,<6,1569.0,*
111,South Thomaston,2015.0,<6,1569.0,*
2,Southport,2012.0,<6,582.0,*
3,Southport,2014.0,<6,582.0,*
4,Southport,2015.0,<6,582.0,*
5,Southwest Harbor,2010.0,<6,1764.0,*
6,Southwest Harbor,2011.0,<6,1751.0,*
7,Southwest Harbor,2012.0,<6,1761.0,*
8,Southwest Harbor,2013.0,<6,1777.0,*
9,Southwest Harbor,2014.0,<6,1752.0,*
10,Southwest Harbor,2015.0,<6,1752.0,*
11,Southwest Harbor,2016.0,<6,1752.0,*
12,Starks,2014.0,<6,633.0,*
13,Starks,2015.0,<6,633.0,*
14,Stetson,2014.0,<6,1215.0,*
15,Stetson,2015.0,<6,1215.0,*
16,Stetson,2016.0,<6,1215.0,*
17,Steuben,2009.0,<6,1162.0,*
18,Steuben,2011.0,<6,1147.0,*
19,Steuben,2012.0,<6,1146.0,*
20,Steuben,2015.0,<6,1126.0,*
21,Steuben,2016.0,<6,1126.0,*
22,Stockton Springs,2008.0,<6,1546.0,*
23,Stockton Springs,2010.0,<6,1591.0,*
24,Stockton Springs,2011.0,<6,1576.0,*
25,Stockton Springs,2012.0,<6,1579.0,*
26,Stockton Springs,2014.0,<6,1582.0,*
27,Stockton Springs,2015.0,<6,1582.0,*
28,Stockton Springs,2016.0,<6,1582.0,*
29,Stonington,2011.0,<6,1056.0,*
30,Stonington,2012.0,<6,1048.0,*
31,Stonington,2013.0,<6,1050.0,*
32,Stonington,2014.0,<6,1043.0,*
33,Stonington,2015.0,<6,1043.0,*
34,Stonington,2016.0,<6,1043.0,*
35,Stow,2011.0,<6,385.0,*
36,Strong,2009.0,<6,1227.0,*
37,Strong,2010.0,<6,1213.0,*
38,Strong,2012.0,<6,1211.0,*
39,Strong,2016.0,<6,1178.0,*
40,Sullivan,2009.0,<6,1245.0,*
41,Sullivan,2015.0,<6,1267.0,*
42,Sullivan,2016.0,<6,1267.0,*
43,Sumner,2013.0,<6,949.0,*
44,Sumner,2014.0,<6,961.0,*
45,Sumner,2016.0,<6,961.0,*
46,Surry,2009.0,<6,1468.0,*
47,Surry,2010.0,<6,1466.0,*
48,Surry,2013.0,<6,1484.0,*
49,Surry,2014.0,<6,1482.0,*
50,Surry,2015.0,<6,1482.0,*
51,Surry,2016.0,<6,1482.0,*
52,Swans Island,2010.0,<6,332.0,*
53,Swans Island,2011.0,<6,342.0,*
54,Swans Island,2013.0,<6,334.0,*
55,Swans Island,2014.0,<6,335.0,*
56,Swans Island,2015.0,<6,335.0,*
57,Swans Island,2016.0,<6,335.0,*
58,Swanville,2008.0,<6,1450.0,*
59,Swanville,2009.0,<6,1420.0,*
60,Swanville,2010.0,<6,1388.0,*
61,Swanville,2011.0,<6,1381.0,*
62,Swanville,2013.0,<6,1398.0,*
63,Swanville,2014.0,<6,1414.0,*
64,Swanville,2016.0,<6,1414.0,*
65,Sweden,2011.0,<6,393.0,*
66,Sweden,2012.0,<6,391.0,*
67,Temple,2010.0,<6,528.0,*
68,Thorndike,2012.0,<6,897.0,*
69,Thorndike,2013.0,<6,914.0,*
70,Thorndike,2014.0,<6,922.0,*
71,Thorndike,2015.0,<6,922.0,*
72,Thorndike,2016.0,<6,922.0,*
73,Topsfield,2011.0,<6,238.0,*
74,Tremont,2009.0,<6,1589.0,*
75,Tremont,2010.0,<6,1563.0,*
76,Tremont,2013.0,<6,1567.0,*
77,Tremont,2014.0,<6,1559.0,*
78,Tremont,2015.0,<6,1559.0,*
79,Tremont,2016.0,<6,1559.0,*
80,Trenton,2008.0,<6,1449.0,*
81,Trenton,2012.0,<6,1519.0,*
82,Trenton,2013.0,<6,1523.0,*
83,Trenton,2014.0,<6,1528.0,*
84,Troy,2013.0,<6,1025.0,*
85,Troy,2015.0,<6,1026.0,*
86,Troy,2016.0,<6,1026.0,*
87,Turner,2011.0,<6,5771.0,*
88,Turner,2014.0,<6,5809.0,*
89,Turner,2015.0,<6,5809.0,*
90,Veazie,2012.0,<6,1907.0,*
91,Veazie,2014.0,<6,1898.0,*
92,Veazie,2016.0,<6,1898.0,*
93,Verona Island,2010.0,<6,544.0,*
94,Verona Island,2013.0,<6,548.0,*
95,Verona Island,2014.0,<6,542.0,*
96,Verona Island,2015.0,<6,542.0,*
97,Vienna,2010.0,<6,570.0,*
98,Vienna,2015.0,<6,585.0,*
99,Vinalhaven,2010.0,<6,1165.0,*
100,Vinalhaven,2011.0,<6,1175.0,*
101,Vinalhaven,2013.0,<6,1158.0,*
102,Vinalhaven,2014.0,<6,1163.0,*
103,Vinalhaven,2015.0,<6,1163.0,*
104,Vinalhaven,2016.0,<6,1163.0,*
105,Waldo,2008.0,<6,910.0,*
106,Waldo,2010.0,<6,762.0,*
107,Waldo,2012.0,<6,777.0,*
108,Waldo,2016.0,<6,806.0,*
109,Wales,2009.0,<6,1591.0,*
110,Wales,2011.0,<6,1638.0,*
111,Wales,2012.0,<6,1645.0,*
2,Wales,2013.0,<6,1651.0,*
3,Wales,2014.0,<6,1645.0,*
4,Wales,2015.0,<6,1645.0,*
5,Wales,2016.0,<6,1645.0,*
6,Wallagrass,2009.0,<6,552.0,*
7,Waltham,2014.0,<6,364.0,*
8,Washington,2008.0,<6,1416.0,*
9,Washington,2009.0,<6,1467.0,*
10,Washington,2010.0,<6,1527.0,*
11,Washington,2011.0,<6,1522.0,*
12,Washington,2012.0,<6,1535.0,*
13,Washington,2013.0,<6,1523.0,*
14,Washington,2015.0,<6,1525.0,*
15,Washington,2016.0,<6,1525.0,*
16,Waterford,2012.0,<6,1557.0,*
17,Waterford,2013.0,<6,1559.0,*
18,Waterford,2014.0,<6,1549.0,*
19,Waterford,2015.0,<6,1549.0,*
20,Wayne,2008.0,<6,1182.0,*
21,Wayne,2009.0,<6,1190.0,*
22,Wayne,2010.0,<6,1189.0,*
23,Wayne,2011.0,<6,1189.0,*
24,Wayne,2012.0,<6,1193.0,*
25,Wayne,2013.0,<6,1181.0,*
26,Wayne,2014.0,<6,1166.0,*
27,Wayne,2015.0,<6,1166.0,*
28,Wayne,2016.0,<6,1166.0,*
29,Weld,2009.0,<6,408.0,*
30,West Bath,2008.0,<6,1860.0,*
31,West Bath,2009.0,<6,1854.0,*
32,West Bath,2012.0,<6,1878.0,*
33,West Bath,2015.0,<6,1864.0,*
34,West Paris,2011.0,<6,1797.0,*
35,West Paris,2014.0,<6,1773.0,*
36,West Paris,2016.0,<6,1773.0,*
37,Westport Island,2009.0,<6,741.0,*
38,Westport Island,2011.0,<6,716.0,*
39,Westport Island,2013.0,<6,706.0,*
40,Westport Island,2014.0,<6,714.0,*
41,Westport Island,2015.0,<6,714.0,*
42,Westport Island,2016.0,<6,714.0,*
43,Whiting,2016.0,<6,477.0,*
44,Wilton,2012.0,<6,4099.0,*
45,Wilton,2014.0,<6,4049.0,*
46,Winter Harbor,2016.0,<6,510.0,*
47,Woodstock,2009.0,<6,1336.0,*
48,Woodstock,2013.0,<6,1288.0,*
49,Woolwich,2015.0,<6,3063.0,*
50,Abbot,2013.0,0,708.0,0.0
51,Abbot,2016.0,0,708.0,0.0
52,Acton,2012.0,0,2509.0,0.0
53,Addison,2009.0,0,1254.0,0.0
54,Addison,2011.0,0,1265.0,0.0
55,Addison,2012.0,0,1254.0,0.0
56,Addison,2013.0,0,1242.0,0.0
57,Addison,2016.0,0,1227.0,0.0
58,Albion,2009.0,0,2079.0,0.0
59,Albion,2010.0,0,2041.0,0.0
60,Alexander,2009.0,0,505.0,0.0
61,Alexander,2011.0,0,497.0,0.0
62,Alexander,2012.0,0,497.0,0.0
63,Alexander,2013.0,0,486.0,0.0
64,Alexander,2014.0,0,483.0,0.0
65,Alexander,2015.0,0,483.0,0.0
66,Allagash,2009.0,0,254.0,0.0
67,Allagash,2010.0,0,239.0,0.0
68,Allagash,2014.0,0,230.0,0.0
69,Allagash,2016.0,0,230.0,0.0
70,Alna,2009.0,0,693.0,0.0
71,Alna,2014.0,0,715.0,0.0
72,Alton,2008.0,0,837.0,0.0
73,Alton,2010.0,0,890.0,0.0
74,Alton,2011.0,0,943.0,0.0
75,Alton,2012.0,0,931.0,0.0
76,Alton,2013.0,0,908.0,0.0
77,Alton,2014.0,0,901.0,0.0
78,Alton,2015.0,0,901.0,0.0
79,Alton,2016.0,0,901.0,0.0
80,Amherst,2008.0,0,234.0,0.0
81,Amherst,2009.0,0,254.0,0.0
82,Amherst,2010.0,0,265.0,0.0
83,Amherst,2011.0,0,271.0,0.0
84,Amherst,2012.0,0,274.0,0.0
85,Amherst,2013.0,0,279.0,0.0
86,Amherst,2014.0,0,282.0,0.0
87,Amherst,2015.0,0,282.0,0.0
88,Amherst,2016.0,0,282.0,0.0
89,Amity,2009.0,0,231.0,0.0
90,Amity,2010.0,0,238.0,0.0
91,Amity,2014.0,0,227.0,0.0
92,Amity,2016.0,0,227.0,0.0
93,Andover,2008.0,0,917.0,0.0
94,Andover,2009.0,0,871.0,0.0
95,Andover,2010.0,0,821.0,0.0
96,Andover,2011.0,0,818.0,0.0
97,Andover,2012.0,0,819.0,0.0
98,Andover,2013.0,0,810.0,0.0
99,Andover,2014.0,0,819.0,0.0
100,Andover,2015.0,0,819.0,0.0
101,Andover,2016.0,0,819.0,0.0
102,Anson,2008.0,0,2548.0,0.0
103,Anson,2009.0,0,2542.0,0.0
104,Anson,2011.0,0,2513.0,0.0
105,Anson,2012.0,0,2503.0,0.0
106,Anson,2014.0,0,2463.0,0.0
107,Anson,2015.0,0,2463.0,0.0
108,Anson,2016.0,0,2463.0,0.0
109,Appleton,2008.0,0,1344.0,0.0
110,Appleton,2009.0,0,1318.0,0.0
111,Argyle Twp,2008.0,0,254.0,0.0
2,Argyle Twp,2010.0,0.0,277.0,0.0
3,Argyle Twp,2011.0,0.0,288.0,0.0
4,Argyle Twp,2012.0,0.0,283.0,0.0
5,Argyle Twp,2013.0,0.0,277.0,0.0
6,Argyle Twp,2014.0,0.0,283.0,0.0
7,Argyle Twp,2015.0,0.0,283.0,0.0
8,Argyle Twp,2016.0,0.0,283.0,0.0
9,Ashland,2009.0,0.0,1371.0,0.0
10,Ashland,2010.0,0.0,1302.0,0.0
11,Ashland,2016.0,0.0,1257.0,0.0
12,Athens,2008.0,0.0,872.0,0.0
13,Athens,2009.0,0.0,962.0,0.0
14,Athens,2010.0,0.0,1019.0,0.0
15,Athens,2011.0,0.0,1019.0,0.0
16,Athens,2012.0,0.0,1019.0,0.0
17,Athens,2014.0,0.0,1006.0,0.0
18,Athens,2015.0,0.0,1006.0,0.0
19,Athens,2016.0,0.0,1006.0,0.0
20,Atkinson,2013.0,0.0,318.0,0.0
21,Atkinson,2016.0,0.0,316.0,0.0
22,Aurora,2008.0,0.0,129.0,0.0
23,Aurora,2009.0,0.0,121.0,0.0
24,Aurora,2010.0,0.0,114.0,0.0
25,Aurora,2011.0,0.0,117.0,0.0
26,Aurora,2012.0,0.0,118.0,0.0
27,Aurora,2014.0,0.0,116.0,0.0
28,Aurora,2015.0,0.0,116.0,0.0
29,Aurora,2016.0,0.0,116.0,0.0
30,Avon,2008.0,0.0,507.0,0.0
31,Avon,2009.0,0.0,488.0,0.0
32,Avon,2010.0,0.0,461.0,0.0
33,Avon,2011.0,0.0,460.0,0.0
34,Avon,2012.0,0.0,458.0,0.0
35,Avon,2013.0,0.0,461.0,0.0
36,Avon,2014.0,0.0,455.0,0.0
37,Avon,2015.0,0.0,455.0,0.0
38,Avon,2016.0,0.0,455.0,0.0
39,Baileyville,2011.0,0.0,1524.0,0.0
40,Baileyville,2012.0,0.0,1499.0,0.0
41,Baileyville,2013.0,0.0,1473.0,0.0
42,Baileyville,2014.0,0.0,1449.0,0.0
43,Baileyville,2015.0,0.0,1449.0,0.0
44,Baileyville,2016.0,0.0,1449.0,0.0
45,Baldwin,2009.0,0.0,1492.0,0.0
46,Bancroft Twp,2009.0,0.0,65.0,0.0
47,Bancroft Twp,2010.0,0.0,68.0,0.0
48,Bancroft Twp,2014.0,0.0,63.0,0.0
49,Bancroft Twp,2016.0,0.0,63.0,0.0
50,Baring Plt,2009.0,0.0,257.0,0.0
51,Baring Plt,2011.0,0.0,246.0,0.0
52,Baring Plt,2012.0,0.0,246.0,0.0
53,Baring Plt,2013.0,0.0,244.0,0.0
54,Baring Plt,2014.0,0.0,242.0,0.0
55,Baring Plt,2015.0,0.0,242.0,0.0
56,Baring Plt,2016.0,0.0,242.0,0.0
57,Beals,2009.0,0.0,568.0,0.0
58,Beals,2011.0,0.0,512.0,0.0
59,Beals,2012.0,0.0,506.0,0.0
60,Beals,2013.0,0.0,500.0,0.0
61,Beals,2014.0,0.0,491.0,0.0
62,Beals,2015.0,0.0,491.0,0.0
63,Beals,2016.0,0.0,491.0,0.0
64,Beaver Cove,2013.0,0.0,120.0,0.0
65,Beaver Cove,2016.0,0.0,121.0,0.0
66,Beddington,2011.0,0.0,50.0,0.0
67,Beddington,2012.0,0.0,50.0,0.0
68,Belgrade,2010.0,0.0,3189.0,0.0
69,Belmont,2008.0,0.0,928.0,0.0
70,Belmont,2009.0,0.0,939.0,0.0
71,Belmont,2012.0,0.0,938.0,0.0
72,Belmont,2016.0,0.0,947.0,0.0
73,Benton,2008.0,0.0,2682.0,0.0
74,Benton,2010.0,0.0,2732.0,0.0
75,Bethel,2008.0,0.0,2616.0,0.0
76,Bethel,2009.0,0.0,2639.0,0.0
77,Bethel,2010.0,0.0,2607.0,0.0
78,Bethel,2011.0,0.0,2611.0,0.0
79,Bethel,2014.0,0.0,2635.0,0.0
80,Bingham,2008.0,0.0,907.0,0.0
81,Bingham,2009.0,0.0,921.0,0.0
82,Bingham,2010.0,0.0,922.0,0.0
83,Bingham,2011.0,0.0,922.0,0.0
84,Bingham,2012.0,0.0,919.0,0.0
85,Bingham,2014.0,0.0,890.0,0.0
86,Bingham,2015.0,0.0,890.0,0.0
87,Bingham,2016.0,0.0,890.0,0.0
88,Blaine,2009.0,0.0,785.0,0.0
89,Blaine,2010.0,0.0,726.0,0.0
90,Blaine,2014.0,0.0,698.0,0.0
91,Blaine,2016.0,0.0,698.0,0.0
92,Blanchard Twp,2013.0,0.0,96.0,0.0
93,Blanchard Twp,2016.0,0.0,95.0,0.0
94,Blue Hill,2008.0,0.0,2274.0,0.0
95,Blue Hill,2009.0,0.0,2560.0,0.0
96,Boothbay,2009.0,0.0,3165.0,0.0
97,Boothbay,2010.0,0.0,3120.0,0.0
98,Boothbay Harbor,2008.0,0.0,2262.0,0.0
99,Boothbay Harbor,2009.0,0.0,2211.0,0.0
100,Boothbay Harbor,2010.0,0.0,2165.0,0.0
101,Boothbay Harbor,2011.0,0.0,2106.0,0.0
102,Boothbay Harbor,2012.0,0.0,2112.0,0.0
103,Bowerbank,2013.0,0.0,113.0,0.0
104,Bowerbank,2016.0,0.0,114.0,0.0
105,Bradford,2008.0,0.0,1296.0,0.0
106,Bradford,2010.0,0.0,1290.0,0.0
107,Bradford,2011.0,0.0,1302.0,0.0
108,Bradford,2012.0,0.0,1307.0,0.0
109,Bradford,2013.0,0.0,1346.0,0.0
110,Bradford,2014.0,0.0,1293.0,0.0
111,Bradford,2015.0,0.0,1293.0,0.0
2,Bradford,2016.0,0.0,1293.0,0.0
3,Bradley,2008.0,0.0,1305.0,0.0
4,Bradley,2010.0,0.0,1492.0,0.0
5,Bradley,2011.0,0.0,1504.0,0.0
6,Bradley,2012.0,0.0,1503.0,0.0
7,Bradley,2013.0,0.0,1526.0,0.0
8,Bradley,2016.0,0.0,1495.0,0.0
9,Bremen,2009.0,0.0,804.0,0.0
10,Bremen,2010.0,0.0,806.0,0.0
11,Bremen,2011.0,0.0,789.0,0.0
12,Brewer,2008.0,0.0,9148.0,0.0
13,Brewer,2010.0,0.0,9482.0,0.0
14,Bridgewater,2009.0,0.0,613.0,0.0
15,Bridgewater,2010.0,0.0,610.0,0.0
16,Bridgewater,2014.0,0.0,592.0,0.0
17,Bridgewater,2016.0,0.0,592.0,0.0
18,Brighton Plt,2008.0,0.0,83.0,0.0
19,Brighton Plt,2009.0,0.0,76.0,0.0
20,Brighton Plt,2010.0,0.0,70.0,0.0
21,Brighton Plt,2011.0,0.0,72.0,0.0
22,Brighton Plt,2012.0,0.0,72.0,0.0
23,Brighton Plt,2013.0,0.0,66.0,0.0
24,Brighton Plt,2014.0,0.0,65.0,0.0
25,Brighton Plt,2015.0,0.0,65.0,0.0
26,Brighton Plt,2016.0,0.0,65.0,0.0
27,Brooklin,2008.0,0.0,832.0,0.0
28,Brooklin,2009.0,0.0,835.0,0.0
29,Brooklin,2010.0,0.0,824.0,0.0
30,Brooklin,2012.0,0.0,830.0,0.0
31,Brooks,2009.0,0.0,1085.0,0.0
32,Brooks,2011.0,0.0,1102.0,0.0
33,Brooks,2013.0,0.0,1093.0,0.0
34,Brooks,2016.0,0.0,1116.0,0.0
35,Brooksville,2008.0,0.0,848.0,0.0
36,Brooksville,2009.0,0.0,906.0,0.0
37,Brooksville,2010.0,0.0,934.0,0.0
38,Brooksville,2012.0,0.0,933.0,0.0
39,Brownfield,2009.0,0.0,1538.0,0.0
40,Brownfield,2015.0,0.0,1597.0,0.0
41,Brownville,2013.0,0.0,1224.0,0.0
42,Brownville,2016.0,0.0,1222.0,0.0
43,Buckfield,2009.0,0.0,1983.0,0.0
44,Buckfield,2014.0,0.0,2025.0,0.0
45,Buckfield,2015.0,0.0,2025.0,0.0
46,Buckfield,2016.0,0.0,2025.0,0.0
47,Burlington,2008.0,0.0,372.0,0.0
48,Burlington,2010.0,0.0,363.0,0.0
49,Burlington,2011.0,0.0,379.0,0.0
50,Burlington,2013.0,0.0,363.0,0.0
51,Burlington,2014.0,0.0,368.0,0.0
52,Burlington,2015.0,0.0,368.0,0.0
53,Burlington,2016.0,0.0,368.0,0.0
54,Burnham,2008.0,0.0,1130.0,0.0
55,Burnham,2009.0,0.0,1153.0,0.0
56,Burnham,2010.0,0.0,1164.0,0.0
57,Burnham,2011.0,0.0,1193.0,0.0
58,Burnham,2012.0,0.0,1171.0,0.0
59,Burnham,2014.0,0.0,1183.0,0.0
60,Byron,2008.0,0.0,137.0,0.0
61,Byron,2009.0,0.0,144.0,0.0
62,Byron,2010.0,0.0,145.0,0.0
63,Byron,2011.0,0.0,145.0,0.0
64,Byron,2012.0,0.0,145.0,0.0
65,Byron,2013.0,0.0,144.0,0.0
66,Byron,2014.0,0.0,145.0,0.0
67,Byron,2015.0,0.0,145.0,0.0
68,Byron,2016.0,0.0,145.0,0.0
69,Calais,2009.0,0.0,3156.0,0.0
70,Calais,2012.0,0.0,3044.0,0.0
71,Calais,2013.0,0.0,3025.0,0.0
72,Calais,2014.0,0.0,2980.0,0.0
73,Calais,2016.0,0.0,2980.0,0.0
74,Cambridge,2008.0,0.0,490.0,0.0
75,Cambridge,2009.0,0.0,477.0,0.0
76,Cambridge,2010.0,0.0,462.0,0.0
77,Cambridge,2011.0,0.0,457.0,0.0
78,Cambridge,2012.0,0.0,448.0,0.0
79,Cambridge,2013.0,0.0,448.0,0.0
80,Cambridge,2014.0,0.0,441.0,0.0
81,Cambridge,2015.0,0.0,441.0,0.0
82,Canaan,2009.0,0.0,2219.0,0.0
83,Canaan,2012.0,0.0,2247.0,0.0
84,Canaan,2016.0,0.0,2256.0,0.0
85,Canton,2008.0,0.0,1101.0,0.0
86,Canton,2010.0,0.0,990.0,0.0
87,Canton,2011.0,0.0,982.0,0.0
88,Canton,2012.0,0.0,959.0,0.0
89,Canton,2013.0,0.0,942.0,0.0
90,Canton,2014.0,0.0,946.0,0.0
91,Canton,2016.0,0.0,946.0,0.0
92,Caratunk,2008.0,0.0,102.0,0.0
93,Caratunk,2009.0,0.0,83.0,0.0
94,Caratunk,2010.0,0.0,69.0,0.0
95,Caratunk,2011.0,0.0,68.0,0.0
96,Caratunk,2012.0,0.0,68.0,0.0
97,Caratunk,2013.0,0.0,64.0,0.0
98,Caratunk,2014.0,0.0,64.0,0.0
99,Caratunk,2015.0,0.0,64.0,0.0
100,Caratunk,2016.0,0.0,64.0,0.0
101,Caribou,2009.0,0.0,8177.0,0.0
102,Caribou,2014.0,0.0,7859.0,0.0
103,Carmel,2008.0,0.0,2673.0,0.0
104,Carmel,2010.0,0.0,2794.0,0.0
105,Carmel,2011.0,0.0,2809.0,0.0
106,Carmel,2013.0,0.0,2831.0,0.0
107,Carrabassett Valley,2008.0,0.0,473.0,0.0
108,Carrabassett Valley,2009.0,0.0,709.0,0.0
109,Carrabassett Valley,2010.0,0.0,781.0,0.0
110,Carrabassett Valley,2011.0,0.0,789.0,0.0
111,Carrabassett Valley,2012.0,0.0,784.0,0.0
2,Carrabassett Valley,2015.0,0.0,791.0,0.0
3,Carrabassett Valley,2016.0,0.0,791.0,0.0
4,Carroll Plt,2008.0,0.0,140.0,0.0
5,Carroll Plt,2010.0,0.0,153.0,0.0
6,Carroll Plt,2011.0,0.0,161.0,0.0
7,Carroll Plt,2012.0,0.0,159.0,0.0
8,Carroll Plt,2013.0,0.0,156.0,0.0
9,Carroll Plt,2014.0,0.0,159.0,0.0
10,Carroll Plt,2015.0,0.0,159.0,0.0
11,Carroll Plt,2016.0,0.0,159.0,0.0
12,Carthage,2008.0,0.0,502.0,0.0
13,Carthage,2009.0,0.0,543.0,0.0
14,Carthage,2010.0,0.0,560.0,0.0
15,Carthage,2011.0,0.0,557.0,0.0
16,Carthage,2012.0,0.0,558.0,0.0
17,Carthage,2013.0,0.0,563.0,0.0
18,Carthage,2014.0,0.0,562.0,0.0
19,Carthage,2015.0,0.0,562.0,0.0
20,Carthage,2016.0,0.0,562.0,0.0
21,Cary Plt,2009.0,0.0,211.0,0.0
22,Cary Plt,2010.0,0.0,218.0,0.0
23,Cary Plt,2014.0,0.0,210.0,0.0
24,Cary Plt,2016.0,0.0,210.0,0.0
25,Castine,2010.0,0.0,1366.0,0.0
26,Castle Hill,2009.0,0.0,431.0,0.0
27,Castle Hill,2010.0,0.0,425.0,0.0
28,Castle Hill,2014.0,0.0,398.0,0.0
29,Castle Hill,2016.0,0.0,398.0,0.0
30,Caswell,2009.0,0.0,311.0,0.0
31,Caswell,2010.0,0.0,306.0,0.0
32,Caswell,2014.0,0.0,300.0,0.0
33,Caswell,2016.0,0.0,300.0,0.0
34,Central Aroostook,2009.0,0.0,109.0,0.0
35,Central Aroostook,2010.0,0.0,118.0,0.0
36,Central Aroostook,2014.0,0.0,113.0,0.0
37,Central Aroostook,2016.0,0.0,113.0,0.0
38,Central Somerset,2008.0,0.0,305.0,0.0
39,Central Somerset,2009.0,0.0,326.0,0.0
40,Central Somerset,2010.0,0.0,338.0,0.0
41,Central Somerset,2011.0,0.0,345.0,0.0
42,Central Somerset,2012.0,0.0,346.0,0.0
43,Central Somerset,2013.0,0.0,339.0,0.0
44,Central Somerset,2014.0,0.0,335.0,0.0
45,Central Somerset,2015.0,0.0,335.0,0.0
46,Central Somerset,2016.0,0.0,335.0,0.0
47,Chapman,2009.0,0.0,485.0,0.0
48,Chapman,2010.0,0.0,468.0,0.0
49,Chapman,2014.0,0.0,460.0,0.0
50,Chapman,2016.0,0.0,460.0,0.0
51,Charleston,2008.0,0.0,1429.0,0.0
52,Charleston,2010.0,0.0,1409.0,0.0
53,Charleston,2011.0,0.0,1418.0,0.0
54,Charleston,2012.0,0.0,1416.0,0.0
55,Charleston,2013.0,0.0,1470.0,0.0
56,Charleston,2014.0,0.0,1414.0,0.0
57,Charleston,2015.0,0.0,1414.0,0.0
58,Charleston,2016.0,0.0,1414.0,0.0
59,Charlotte,2009.0,0.0,324.0,0.0
60,Charlotte,2011.0,0.0,326.0,0.0
61,Charlotte,2012.0,0.0,326.0,0.0
62,Charlotte,2013.0,0.0,324.0,0.0
63,Charlotte,2014.0,0.0,321.0,0.0
64,Charlotte,2015.0,0.0,321.0,0.0
65,Charlotte,2016.0,0.0,321.0,0.0
66,Chebeague Island,2010.0,0.0,341.0,0.0
67,Chebeague Island,2014.0,0.0,348.0,0.0
68,Chelsea,2009.0,0.0,2750.0,0.0
69,Cherryfield,2009.0,0.0,1192.0,0.0
70,Cherryfield,2011.0,0.0,1227.0,0.0
71,Cherryfield,2012.0,0.0,1214.0,0.0
72,Cherryfield,2014.0,0.0,1163.0,0.0
73,Cherryfield,2016.0,0.0,1163.0,0.0
74,Chester,2008.0,0.0,510.0,0.0
75,Chester,2010.0,0.0,546.0,0.0
76,Chester,2011.0,0.0,557.0,0.0
77,Chester,2012.0,0.0,554.0,0.0
78,Chester,2013.0,0.0,551.0,0.0
79,Chester,2014.0,0.0,551.0,0.0
80,Chester,2015.0,0.0,551.0,0.0
81,Chester,2016.0,0.0,551.0,0.0
82,Chesterville,2008.0,0.0,1271.0,0.0
83,Chesterville,2009.0,0.0,1336.0,0.0
84,Chesterville,2011.0,0.0,1370.0,0.0
85,Chesterville,2012.0,0.0,1357.0,0.0
86,Chesterville,2013.0,0.0,1340.0,0.0
87,Chesterville,2015.0,0.0,1321.0,0.0
88,Chesterville,2016.0,0.0,1321.0,0.0
89,Clifton,2008.0,0.0,785.0,0.0
90,Clifton,2010.0,0.0,921.0,0.0
91,Clifton,2011.0,0.0,939.0,0.0
92,Clifton,2012.0,0.0,931.0,0.0
93,Clifton,2013.0,0.0,953.0,0.0
94,Clifton,2014.0,0.0,933.0,0.0
95,Clifton,2015.0,0.0,933.0,0.0
